ID,Restaurant,Address,Time,Price,District,min_price,max_price,avg_price,negative_deliver,negative_food,negative_price,negative_staff,negative_store,neutral_deliver,neutral_food,neutral_price,neutral_staff,neutral_store,positive_deliver,positive_food,positive_price,positive_staff,positive_store,Rating
410,No.96 - Quán 96 Lẩu & Nướng - Võ Văn Tần,"133 Võ Văn Tần, P. Võ Thị Sáu, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3,30000,220000,125000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.6499999999999995
412,TOUS les JOURS - Cách Mạng Tháng 8,"66B Cách Mạng Tháng 8, Quận 3, TP. HCM",,20.000 - 66.000,Quận 3,20000,66000,43000.0,1,8,0,0,0,0,4,0,0,0,0,84,2,1,0,6.896
413,Iron Steak - Hồ Xuân Hương,"65B Hồ Xuân Hương, Quận 3, TP. HCM",,20.000 - 90.000,Quận 3,20000,90000,55000.0,0,14,0,0,0,0,3,0,0,0,0,28,0,0,0,6.235555555555556
414,"The Brownies - Bánh Brownies, Trà & Cafe","70 Đường Số 2, P. 4, Quận 3, TP. HCM",,12.000 - 250.000,Quận 3,12000,250000,131000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8.3
415,Shin Foodcourt - Cơm Chiên & Mì Xào,"80/58 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,20000,40000,30000.0,0,4,0,0,0,0,4,0,0,0,0,13,0,0,0,6.571428571428571
416,Cô Giàu - Bánh Mì & Xôi Mặn,"147 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 20.000,Quận 3,12000,20000,16000.0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,6.55
417,Gogi House - Thịt Nướng Hàn Quốc - Lê Văn Sỹ,"254 - 256 Lê Văn Sỹ, Quận 3, TP. HCM",,300.000 - 550.000,Quận 3,300000,550000,425000.0,0,8,0,0,0,0,5,1,0,0,0,83,2,1,0,7.11
418,Bánh Cuốn Song Mộc - Vườn Chuối,"107 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 12:00,25.000 - 40.000,Quận 3,25000,40000,32500.0,0,4,1,0,0,0,6,0,0,0,0,21,0,0,0,4.9625
419,Th'not - Thốt Nốt Sốt Trái Cây,"134 Vườn Chuối, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2
420,Bánh Mì Chấm Hung Tubes - Nam Kỳ Khởi Nghĩa,"284 Đường Nam Kỳ Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,15.000 - 99.000,Quận 3,15000,99000,57000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.0
421,TOUS les JOURS - Nam Kỳ Khởi Nghĩa,"382 Nam Kỳ Khởi Nghĩa, P. 8, Quận 3, TP. HCM",,10.000 - 500.000,Quận 3,10000,500000,255000.0,0,5,0,0,0,0,0,0,1,0,1,23,0,0,0,6.1066666666666665
422,Bánh Tráng Trộn Hằng An,"219/15 Trần Văn Đang (Mặt Tiền Đỗ Thị Lời), P. 11, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3,15000,25000,20000.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.300000000000001
423,Yumi Fruit - Trái Cây Sạch & Đồ Ăn Vặt - Shop Online - Nguyễn Đình Chiểu,"241/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,20000,100000,60000.0,0,4,0,0,0,0,5,0,0,0,0,20,0,0,0,7.710344827586207
424,Mì Quảng Ăn Là Nhớ - Trần Quốc Thảo,"123A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",06:50 - 20:45,40.000 - 66.000,Quận 3,40000,66000,53000.0,0,18,0,0,0,0,9,0,0,0,0,73,0,0,0,6.032
425,Chảo Restaurant - Bánh Mì Chảo,"31 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,25.000 - 70.000,Quận 3,25000,70000,47500.0,0,10,0,0,0,1,7,1,0,0,0,81,0,0,0,6.898
426,Thanh Hương - Cháo Lòng Hà Nội - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 45.000,Quận 3,10000,45000,27500.0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,5.6
427,Hủ Tiếu Bò Viên 1122,"Đối diện 1046/25 Trường Sa, P. 12, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3,30000,40000,35000.0,0,2,0,0,0,0,2,0,0,0,0,9,0,0,0,7.3538461538461535
428,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",,35.000 - 219.000,Quận 3,35000,219000,127000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7.6
429,Hương Hà Nội - Bún Chả & Bún Đậu - Nguyễn Sơn Hà,"35 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",,35.000 - 100.000,Quận 3,35000,100000,67500.0,0,19,0,0,0,0,8,0,0,0,1,72,0,0,0,6.117999999999999
430,Cháo Sườn Kim Oanh - Lê Văn Sỹ,"Mặt Tiền Chợ Nguyễn Văn Trỗi, Đường Lê Văn Sỹ, Quận 3, TP. HCM",06:00 - 12:30,15.000 - 30.000,Quận 3,15000,30000,22500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2
431,Bánh Tráng Trộn Giàu,"260 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,10000,20000,15000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
432,Xôi Xéo Lá Sen,"148A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",06:30 - 12:30 | 17:00 - 19:30,15.000 - 20.000,Quận 3,15000,20000,17500.0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,7.483333333333333
433,Bánh Tráng Tỏi 019 - Trần Quang Diệu,"019 Lô B Chung Cư Trần Quang Diệu, Trần Quang Diệu, P. 13, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,10000,20000,15000.0,0,16,0,0,0,1,8,0,0,0,0,26,0,0,0,5.674509803921568
434,Bột Chiên Đạt Thành,"277 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 33.000,Quận 3,20000,33000,26500.0,0,8,0,0,0,0,8,0,0,0,0,84,0,0,0,6.646
435,Lẩu Gà Lá É Phú Yên Hội Ngộ - 716B Trường Sa,"716B Trường Sa, P. 14, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,50000,200000,125000.0,0,1,0,0,0,0,1,0,0,0,1,15,0,0,0,6.633333333333334
436,Cô Na - Xôi Chiên & Chuối Chiên 5 Sao,"20 Kì Đồng, P. 9, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,25000,30000,27500.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4
437,Há Cảo & Xíu Mại Nhà Làm 385 - Nguyễn Đình Chiểu,"385/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0
438,Mì Xí Quách 315,"315/20C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 40.000,Quận 3,30000,40000,35000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0
439,Mi En House Salad - Healthy Food & Eatclean,"284/4B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,38.000 - 48.000,Quận 3,38000,48000,43000.0,0,0,0,0,0,0,1,0,0,0,0,36,0,0,0,8.605405405405405
440,Xôi Déo - Kỳ Đồng,"14/12 Kỳ A4 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:30 - 16:00,15.000 - 70.000,Quận 3,15000,70000,42500.0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,6.56
441,BaaBoo - Bánh Tươi Nhà Làm,"129/18 Lý Chính Thắng, P. Võ Thị Sáu, Quận 3, TP. HCM",,75.000 - 140.000,Quận 3,75000,140000,107500.0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,6.571428571428571
442,Cháo Ếch Senta - Trần Cao Vân,"41 Trần Cao Vân, P. 6, Quận 3, TP. HCM",,60.000 - 60.000,Quận 3,60000,60000,60000.0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,6.35
443,Bánh Mì Chay Vạn Phước - Món Chay - Lê Văn Sỹ,"195 Lê Văn Sỹ, Phường 13, Quận 3, TP. HCM",06:00 - 21:00,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.2
444,Phá Lấu Dì Mai,"165/3 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3,20000,25000,22500.0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,7.123076923076923
445,The Fitchicken - Shop Online - Trần Văn Đang,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,50000,200000,125000.0,0,1,0,0,0,0,2,0,0,0,0,35,0,0,0,7.742105263157894
446,Bánh Giò Nem Chả Dì Linh - Hai Bà Trưng,"Vỉa Hè 185 Hai Bà Trưng, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3,15000,25000,20000.0,0,4,1,0,0,0,2,0,0,0,0,14,0,0,0,7.504761904761905
447,Phở Chua Lạng Sơn - Nguyễn Thiện Thuật,"242/101 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,25.000 - 39.000,Quận 3,25000,39000,32000.0,0,24,0,0,0,0,6,0,0,0,0,70,0,0,0,6.456
448,Bánh Mì Phô Mai Tan Chảy - Crepe Sầu Riêng Online,"21/8 Trần Văn Đang, P. 9, Quận 3, TP. HCM",,80.000 - 150.000,Quận 3,80000,150000,115000.0,0,13,0,0,0,0,7,0,0,0,0,53,0,0,0,6.416438356164384
449,Bánh Tráng Trộn - 147 Nguyễn Thượng Hiền,"147 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3,10000,50000,30000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.6
450,"Mì Ý, Bánh Canh Trảng Bàng & Bún Chả Giò - Cô Ba Hiền","Số 11 Đường Số 5, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.3
452,Cơm Tấm Cali - Võ Văn Tần,"449 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 66.000,Quận 3,25000,66000,45500.0,0,7,0,0,0,0,5,0,0,0,0,60,0,1,0,7.315068493150685
453,Steakzone Quận 3 - Quán Ăn - 491/2 Nguyễn Đình Chiểu,"491/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9.5
454,Chè Chuối Nướng Nam Bộ Út Lúa - Lý Chính Thắng,"226 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,10000,22000,16000.0,0,5,0,0,0,0,3,0,0,0,0,32,0,0,0,6.415000000000001
455,Lẩu Bò Nhà Gỗ - Lý Thái Tổ,"162 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 150.000,Quận 3,20000,150000,85000.0,0,8,1,0,0,0,3,0,1,0,0,29,0,1,0,5.153488372093023
456,No.96 - Quán 96 Lẩu & Nướng,"117 Võ Văn Tần, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3,30000,220000,125000.0,0,5,0,1,0,0,4,0,1,0,0,87,1,1,0,6.832000000000001
457,Ẩm thực Thai Lan - Món Thái - Thai Market Restaurant - 95 Cao Thắng,"95 Cao Thắng, P. 3, Quận 3, TP. HCM",,30.000 - 300.000,Quận 3,30000,300000,165000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.6
458,Chè Kỳ Đồng,"16C Kỳ Đồng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,10000,22000,16000.0,0,8,0,0,0,0,4,0,0,0,0,51,0,0,0,6.374603174603175
460,Kai - Mì Trộn Indomie,"184/18 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,15.000 - 31.000,Quận 3,15000,31000,23000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.8
461,Nhà Hàng Bà Cô Lốc Cốc - Trần Cao Vân,"40A Trần Cao Vân, P. Võ Thị Sáu, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,20000,100000,60000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
462,Bánh Xèo Miền Tây - Trần Văn Đang,"139 Trần Văn Đang, Quận 3, TP. HCM",,5.000 - 25.000,Quận 3,5000,25000,15000.0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,5.577777777777778
463,Bánh Tráng Cô Tuyền - Hoàng Sa,"453 Hoàng Sa, P. 8, Quận 3, TP. HCM",,5.000 - 135.000,Quận 3,5000,135000,70000.0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,6.45
464,Bánh Bông Lan Trứng Muối An Phú - Shop Online,"108/46 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,50.000 - 180.000,Quận 3,50000,180000,115000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
465,Cơm Gà Thượng Hải - Ẩm Thực Trung Hoa,"21 - 23 Võ Văn Tần, P. 6, Quận 3, TP. HCM",,65.000 - 165.000,Quận 3,65000,165000,115000.0,0,4,0,1,0,1,6,0,1,0,0,86,0,1,0,7.4479999999999995
466,Sữa Chua Trân Châu Hạ Long - Lê Văn Sỹ,"294 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3,10000,50000,30000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6
467,Châu Sài Gòn - Bánh Trái Cây Đậu Xanh,"1098 Trường Sa, P. 12, Quận 3, TP. HCM",,50.000 - 100.000,Quận 3,50000,100000,75000.0,0,4,0,1,0,0,4,0,0,0,0,48,0,0,0,6.494736842105263
468,Pikachu - Bánh Mì Cay Hải Phòng,"71 Đường Số 4, P. 4, Quận 3, TP. HCM",07:00 - 21:00,5.000 - 20.000,Quận 3,5000,20000,12500.0,0,1,1,0,0,0,1,0,0,0,0,13,0,0,0,6.75
469,4GsTexas Bakery - Võ Văn Tần,"447 Võ Văn Tần, P. 5, Quận 3, TP. HCM",07:00 - 21:00,15.000 - 350.000,Quận 3,15000,350000,182500.0,0,5,0,0,0,0,1,0,0,0,0,17,0,0,0,6.791304347826086
471,Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",,100.000 - 330.000,Quận 3,100000,330000,215000.0,0,8,0,0,0,0,8,0,1,0,0,82,0,1,0,6.73
472,Tuyết - Cháo Lòng 408,"408/8 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",00:00 - 23:59,2.000 - 20.000,Quận 3,2000,20000,11000.0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,5.507692307692308
474,Bò Né - Bà Huyện Thanh Quan,"105B Bà Huyện Thanh Quan, P. 7, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 60.000,Quận 3,30000,60000,45000.0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,7.666666666666667
475,Lucky You - Bánh Mì Kem Tươi Thái Lan - Cách Mạng Tháng 8,"210/3B Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,88,0,0,0,0,12,0,0,0,9.708
476,Bún Đậu Mắm Tôm A Chảnh - Lê Văn Sỹ,"211 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,25.000 - 57.000,Quận 3,25000,57000,41000.0,0,5,0,0,0,0,1,0,0,0,0,10,0,0,0,6.95
477,Dì Yến Bến Tre - Bún Thịt Xào,"237/84B Trần Văn Đang, P. 11, Quận 3, TP. HCM",07:00 - 13:50,25.000 - 50.000,Quận 3,25000,50000,37500.0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,8.12
478,Giò Chả Thùy Trang,"116/29 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 18:00,10.000 - 160.000,Quận 3,10000,160000,85000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.4
479,Bắp Nướng Mỡ Hành Hẻm 174 Nguyễn Thiện Thuật,"174/21 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,10.000 - 12.000,Quận 3,10000,12000,11000.0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,8.181818181818182
480,Mầm - Healthyfood - Tú Xương,"6C Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",,10.000 - 69.000,Quận 3,10000,69000,39500.0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,5.633333333333333
482,Bếp Chay Phạm Hồng Phước - Võ Thị Sáu,"146/1 Võ Thị Sáu, P. 8, Quận 3, TP. HCM",,25.000 - 120.000,Quận 3,25000,120000,72500.0,0,12,0,0,0,0,3,0,0,0,0,39,1,0,0,6.385454545454545
483,Bánh Mì Chiên Tôm Hiếu Thi 91 - Nguyễn Thượng Hiền,"61 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
484,Hao Thai - Bún Thái Cay - Võ Văn Tần,"299B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,30000,80000,55000.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5.199999999999999
485,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 80.000,Quận 3,20000,80000,50000.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7.4
486,Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2, Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",,390.000 - 480.000,Quận 3,390000,480000,435000.0,0,0,0,0,0,0,10,0,0,0,0,90,0,0,0,6.816
487,Mì Quảng 85,"Hẻm 85 Trần Quang Diệu, P.13, Quận 3, TP. HCM",06:00 - 12:00 | 14:00 - 22:00,30.000 - 60.000,Quận 3,30000,60000,45000.0,0,0,0,0,0,0,7,0,0,0,0,34,0,0,0,6.619512195121951
488,Bánh Su Que - Nguyễn Thông,"89 Nguyễn Thông, P. 9, Quận 3, TP. HCM",07:30 - 20:00,10.000 - 55.000,Quận 3,10000,55000,32500.0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,5.545454545454546
489,Lẩu Cá Kèo Bà Huyện - 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",,40.000 - 190.000,Quận 3,40000,190000,115000.0,0,3,0,1,0,0,0,0,0,0,0,37,0,0,0,6.078048780487805
490,Giò Chả Nghĩa - Nguyễn Đình Chiểu,"565 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",06:00 - 18:00,20.000 - 937.000,Quận 3,20000,937000,478500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0
491,Mì Trộn Park Kim Thang - Lý Chính Thắng,"148I Lý Chính Thắng, P. 14, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3,30000,55000,42500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4
492,Cơm Tấm Tiên - Cách Mạng Tháng 8,"388A Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 06:00 | 21:30 - 23:59,25.000 - 35.000,Quận 3,25000,35000,30000.0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4.733333333333333
493,Há Cảo Vườn Chuối - Dimsum 20 Loại,"18/21 Vườn Chuối, P. 4, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3,30000,50000,40000.0,0,4,0,0,0,2,8,0,0,0,0,62,0,0,0,8.110526315789473
494,Bánh Mì Tuấn Mập - Pasteur,"196 Pasteur, Quận 3, TP. HCM",06:00 - 20:00,15.000 - 20.000,Quận 3,15000,20000,17500.0,0,3,0,0,0,0,1,0,0,0,0,3,0,1,0,7.275
495,Bột Chiên & Mì Xào Bò,"294 Trần Văn Đang, P. 10, Quận 3, TP. HCM",,20.000 - 30.000,Quận 3,20000,30000,25000.0,0,1,0,0,0,0,2,0,0,0,0,7,0,0,0,7.74
496,Mercini Bakery - Shop Online,"2/27A Cao Thắng, P. 5, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,25000,45000,35000.0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8.399999999999999
497,Mi Blythe - Bánh Macaron,"57 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,20000,50000,35000.0,0,10,0,0,0,0,3,0,0,0,0,70,2,0,0,6.687058823529411
498,Green & Young - Healthy Food Store,"18/47 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,32.000 - 35.000,Quận 3,32000,35000,33500.0,0,1,0,0,0,0,1,0,0,0,1,28,0,0,0,8.348387096774195
499,Cô Lùn - Bún Thịt Nướng & Cơm Tấm,"429/12F Lê Văn Sỹ, Quận 3, TP. HCM",07:00 - 16:59,15.000 - 25.000,Quận 3,15000,25000,20000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9.9
500,Dimsum Tân Sanh Hoạt,"322 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",04:45 - 11:30,60.000 - 165.000,Quận 3,60000,165000,112500.0,0,8,0,0,0,0,4,1,0,0,1,45,0,0,0,6.308474576271187
501,Lotteria - Lý Chính Thắng,"250B Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,30000,80000,55000.0,0,6,0,0,0,0,2,0,0,0,0,33,0,3,0,5.495454545454546
502,Mực 280 - Mực Một Nắng Chiên Nước Mắm,"278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,80.000 - 110.000,Quận 3,80000,110000,95000.0,0,6,0,1,0,0,3,0,0,0,0,27,0,0,0,6.38918918918919
504,Cháo Vịt Liên - Nguyễn Thiện Thuật,"21/3 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3,30000,88000,59000.0,0,11,0,0,0,0,16,0,0,0,0,64,0,1,0,7.782608695652174
505,Hỷ Hỷ - Bún Thái - Trần Quốc Toản,"47/36 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 3,45000,60000,52500.0,0,4,0,0,0,0,1,1,0,0,0,8,0,0,0,5.5
506,Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:01 - 23:59,15.000 - 60.000,Quận 3,15000,60000,37500.0,0,20,0,0,0,0,6,0,0,0,0,55,2,1,0,5.004761904761905
509,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,50.000 - 110.000,Quận 3,50000,110000,80000.0,0,12,0,0,0,0,9,0,0,0,0,78,0,1,0,7.434
510,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",,25.000 - 100.000,Quận 3,25000,100000,62500.0,0,6,0,0,0,0,6,0,1,0,0,86,1,0,0,7.572
511,-18ºC - Food & Drink - Võ Văn Tần,"74 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 55.000,Quận 3,25000,55000,40000.0,0,10,0,0,0,0,10,0,0,0,0,79,1,0,0,6.803999999999999
512,Quán Cơm Sinh Viên - Trần Văn Đang,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",,6.000 - 22.000,Quận 3,6000,22000,14000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
513,Cơm Healthy Giảm Cân - Trần Vương,"86/11 Trương Quyền, P.3, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
514,"Famy Fruit - Trái Cây Tươi, Ăn Vặt & Sinh Tố - Cách Mạng Tháng 8","540/2/14 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,39.000 - 99.000,Quận 3,39000,99000,69000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0
515,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,10000,22000,16000.0,0,12,1,0,0,0,13,0,0,0,0,74,0,0,0,6.79
516,Bánh Cuốn Hồng Hiên - Kỳ Đồng,"20 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 20:00,25.000 - 55.000,Quận 3,25000,55000,40000.0,0,1,0,0,0,0,4,0,0,0,0,19,0,0,0,6.691666666666666
517,Phá Lấu Anh - Chung Cư Nguyễn Thiện Thuật,"002 Lô F Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,20000,50000,35000.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9.666666666666666
518,Hồng Ngọc - Bún Bò Huế,"210/12A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,20000,40000,30000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0
519,Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần,"194/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 12:30,28.000 - 35.000,Quận 3,28000,35000,31500.0,0,1,0,0,0,0,3,0,0,0,0,9,0,0,0,6.630769230769231
520,Bơ By Butterman - Nguyễn Đình Chiểu,"218 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,20000,100000,60000.0,0,3,0,0,0,2,5,0,0,0,1,88,0,0,0,7.850505050505051
521,Xôi Gà Truyền Thống 295,"295 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",05:20 - 10:30,15.000 - 40.000,Quận 3,15000,40000,27500.0,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,8.12
522,Cơm Gà Xối Mỡ - Shop Online - Trần Văn Đang,"159/90/66 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,25.000 - 50.000,Quận 3,25000,50000,37500.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.2
523,Mr Nhoi - Heo Quay Tây Bắc - 179A Nguyễn Thượng Hiền,"179A Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,50.000 - 300.000,Quận 3,50000,300000,175000.0,0,3,0,0,0,0,14,1,0,0,0,82,0,0,0,9.66
524,Thành Đạt - Hủ Tiếu Nam Vang - Lý Thái Tổ,"16 Lý Thái Tổ, P. 2, Quận 3, TP. HCM",00:00 - 23:59,49.000 - 55.000,Quận 3,49000,55000,52000.0,0,6,0,0,0,1,2,0,1,0,0,12,0,1,0,5.165217391304347
525,Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 21:00,15.000 - 30.000,Quận 3,15000,30000,22500.0,0,29,0,0,0,0,11,0,0,0,0,38,1,0,0,6.068354430379746
